author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
cnnbrk,"2 Turkish soldiers killed by PKK fighters in southeast Turkey, state-run news agency reports https://t.co/MJO2WMoqAD https://t.co/K9HrlS7c6R",,29/08/2016 22:58,7.70395e+17,en,,,210,194
cnnbrk,"Donald Trump defends calling Hillary Clinton a ""bigot"" https://t.co/vXyewdSrA3",,25/08/2016 21:33,7.68924e+17,en,,,321,132
cnnbrk,"Clinton's nasty, Trump tells @NYTimes, but ""I can be nastier than she can ever be."" https://t.co/1dFRNYxRNA",,01/10/2016 03:14,7.82056e+17,en,,,663,348
cnnbrk,"President-elect Trump is picking ExxonMobil CEO Rex Tillerson for secretary of state, transition sources say.… https://t.co/pyz9T4VuJ0",,13/12/2016 03:41,8.08517e+17,en,,,422,388
cnnbrk,"Ex-aide will testify in NJ bridge closures trial that Gov. Chris Christie knew about scheme, prosecutors say… https://t.co/d37KjVUzmr",,19/09/2016 18:34,7.77939e+17,en,,,627,389
cnnbrk,OLYMPICS: Fiji claims first-ever medal -- a gold -- by defeating Great Britain 43-7 in men's rugby sevens final https://t.co/dwKDP68KRP,,11/08/2016 22:42,7.63868e+17,en,,,1446,497
cnnbrk,Obama arrives in Europe with conciliatory message on Trump. https://t.co/7daa0DqmCA,,15/11/2016 09:59,7.98465e+17,en,,,477,202
ddlovato,You ready for this? 😏 NEW ALBUM OCTOBER 2015 #Confident http://t.co/QbC1EgmbHU,,27/08/2015 01:19,6.3671e+17,en,,,76297,63157
ddlovato,Nothing will EVER replace my little lion heart @DemisBuddy... ever ever ever... but sometimes God puts new little souls in our lives,,21/08/2015 22:15,6.34851e+17,en,,,25335,16632
ddlovato,RIP to my baby boy Buddy. You will forever be my baby angel. I miss you so much.. Wish Batman could've met his big brother. 🙏🏼💔,,26/07/2016 21:57,7.58059e+17,en,,,46628,15873
ddlovato,NEVER LET ANYTHING STOP YOU OR LET ANYONE TELL YOU WHAT YOU CAN'T DO,,12/04/2015 16:59,5.87299e+17,en,,,45851,45557
ddlovato,Phresh off tha runwayy... 🇫🇷❤️💋 #Paris #Versace #Confident http://t.co/J2ky4rAM9B,,10/09/2015 18:33,6.42043e+17,en,,,20305,12118
ddlovato,Today was the first day I changed my wallpaper since Buddy passed... Hurts my heart.. He will never ever EVER be replaced.. I miss you baby,,07/09/2015 09:30,6.40819e+17,en,,,32877,16925
ddlovato,#CONFIDENT is @CarsonDaly’s Pick of the Week!! Hear it on the @DalyDownload! http://t.co/jdVxJ3ej1v,,18/10/2015 19:06,6.55822e+17,en,,,7240,4522
ddlovato,@dileyvatic 😭😭😭😭😭😭😭😭😭 this absolutely breaks my heart,,07/01/2016 02:05,6.84919e+17,en,,,4042,2541
ddlovato,This song is very emotional for me. I literally poured all of my heart into this song #NowPlayingCONFIDENT https://t.co/VKz2i7cLQ1,,19/10/2015 20:37,6.56208e+17,en,,,7960,5885
ddlovato,I ❤️ you so much mama!! @JLo,,20/10/2015 15:44,6.56496e+17,en,,,13564,9202
ddlovato,Love you sissy 💕💗 @dallaslovato,,23/11/2015 21:15,6.68901e+17,en,,,9656,5963
ddlovato,This isn't real,,04/12/2015 17:16,6.72827e+17,en,,,26932,20291
ddlovato,Studio bound... So excited for y'all to hear new music,,03/09/2016 18:52,7.72145e+17,en,,,35332,13647
ddlovato,Worst. Headache. Ever. That's what getting up at 4:30 does to you. Good morning London 😴🇬🇧☕️,,09/11/2015 06:09,6.63599e+17,en,,,12715,6214
ddlovato,But at least I get to say it,,27/05/2016 12:26,7.36172e+17,en,,,27791,13869
ddlovato,"Love hearing what makes you guys feel #CONFIDENT ❤️ https://t.co/KwOryUceRi https://t.co/3oFGLw2co4
https://t.co/ltklSW34Ir",,30/11/2015 17:51,6.71386e+17,en,,,11217,7315
ddlovato,Doing what people should ALREADY be doing!!! I am so honored and I will never forget last night... Thank you SO much to @glaad and everyone,,03/04/2016 16:43,7.16667e+17,en,,,18629,7746
ddlovato,I ❤️ New York https://t.co/wrIJ1TnEzN,,31/05/2015 05:42,6.04886e+17,en,,,13107,7883
ddlovato,Saaaannngggin my ass off right now... 🎶💖,,29/06/2015 03:05,6.15355e+17,en,,,20759,14496
ddlovato,Airport glam ✈️✈️✈️ https://t.co/QVUIKsP2rY,,13/03/2015 00:46,5.76183e+17,en,,,13765,8763
instagram,Choosing to save tigers with @swfoto #TigerDay 🐯 https://t.co/20oZLWU3bo,,29/07/2016 17:30,7.59079e+17,en,,,866,201
instagram,Sizzling temptations from a Parisian pâtisserie #TheJoyOfBaking https://t.co/4pfzecgOpz,,21/03/2016 19:00,7.11991e+17,fr,,,916,180
instagram,"In Mongolia’s Tsaatan tribal village, the reindeer are anything but shy #TheWeekOnInstagram https://t.co/ODOWyKmFtt",,22/08/2016 23:45,7.6787e+17,en,,,621,127
instagram,“Capoeira is truly a conversation.” —Alejandro Márquez #TheWeekOnInstagram https://t.co/3OPR7ByGXV,,08/08/2016 23:45,7.62797e+17,es,,,626,117
instagram,Tasting the rainbow with 🍝 artist @SaltySeattle https://t.co/0JvsFN2xaq,,13/11/2016 18:30,7.97869e+17,en,,,533,92
instagram,"🌈 + 🐶 = ❤️ #TheWeekOnInstagram
https://t.co/P3U0djv9T8",,01/10/2016 23:45,7.82366e+17,und,,,946,163
instagram,It’s romance and rebellion for photographer @tasneemalsultan https://t.co/5Zc9Bx2CYW https://t.co/e8aEDaGfZj,,26/04/2016 21:06,7.25069e+17,en,,,892,189
instagram,How comedy and @SU2C helped one teen overcome a rare form of leukemia https://t.co/MrkxQGyejW,,10/09/2016 00:05,7.74398e+17,en,,,629,132
instagram,Fighting to breathe with Caleigh Haber https://t.co/NRtthCcYuj,,13/06/2016 17:30,7.42409e+17,en,,,549,112
instagram,Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,,23/12/2015 17:51,6.79721e+17,es,,,1514,269
instagram,“My favorite thing about juggling is the challenge. It’s just you against yourself.” —@JugglinJosh https://t.co/rH5PaD5fGv,,18/06/2016 18:15,7.44232e+17,en,,,579,118
instagram,Mary Poppins reimagined in a pair of oversized pants https://t.co/1eM8SRcddf,,03/04/2016 15:38,7.16651e+17,en,,,1043,176
instagram,The inspiring underwater adventures of an incredible young man https://t.co/fHtyeERjHy,,04/08/2016 00:30,7.60996e+17,en,,,751,116
instagram,"""Our friend has superpowers &amp; she squeezed your tiny bladder with her mind."" This #StrangerThings kid has us like 😱 https://t.co/z6q8rpTHX1",,27/08/2016 16:35,7.69574e+17,en,,,866,172
instagram,Witnessing (and covering) history with @CNN anchor @andersoncooper https://t.co/jSEbKICPe3,,07/11/2016 22:30,7.95755e+17,en,,,544,110
instagram,"#DailyFluff
https://t.co/ItRJsqNf4E🐾 https://t.co/Sbp5YSebwF",,06/07/2016 13:00,7.50676e+17,und,,,1053,226
instagram,Watch our Instagram story this weekend to see amazing moments from @afropunk https://t.co/jxpl35kqkF,,26/08/2016 17:30,7.69225e+17,en,,,685,112
instagram,Real talk meets rainbows 🌈 #LisaFrank (via @BritAndCo) https://t.co/cCMnkrl7m0,,21/08/2016 01:30,7.67172e+17,en,,,991,188
instagram,Featured submissions from this weekend’s hashtag project: #WHPsightsandsounds https://t.co/T1DSKjwhX4 https://t.co/rcfJDmobvG,,01/03/2016 14:00,7.04668e+17,en,,,1169,216
instagram,"Below tall grass, a resting swan #WHPoverunder https://t.co/4uNnePITNf",,07/06/2016 14:30,7.40189e+17,en,,,612,123
jimmyfallon,Tonight: Playing Catchphrase with Jennifer Garner! Plus talking with John @Mulaney and music from @ladyantebellum. #FallonTonight,,01/10/2014 15:22,5.17334e+17,en,,,1001,225
jimmyfallon,"Happy Friday! Tonight on the show we've got @dan_aykroyd, Chaz Ebert, and stand-up from @NickThune. Plus new #ThankYouNotes! #FallonTonight",,18/07/2014 19:51,4.90222e+17,en,,,986,220
jimmyfallon,"Tonight: Playing a new game called ""Truth or Door"" w/Jennifer Garner, plus @CubaGoodingJr is here and music from @peteyorn! #FallonTonight",,16/03/2016 14:29,7.10111e+17,en,,,1833,246
jimmyfallon,"Pope Francis is bringing a rabbi and a Muslim leader to the Holy Land this week. Bartenders said, ""We've been expecting you!"" #fallonmono",,22/05/2014 00:12,4.6927e+17,en,,,3610,2340
jimmyfallon,"Playing Spin The Mic w/@tylerperry, plus @NarcosNetflix's Wagner Moura, stand-up from @iliza &amp; it's #ThankYouNoteFriday! #FallonTonight",,08/01/2016 15:02,6.85477e+17,en,,,1684,344
jimmyfallon,"Okay - t'was an easy one - it's Fairview Farrrrrrrrrm!!!! Thanks for playing ""Know Your Corn Mazes!"" http://t.co/vGqmVgymbU",,20/10/2013 18:22,3.91993e+17,en,,,116,88
jimmyfallon,It's finally avail!!! Go to your scoop shop or store and DEMAND The Tonight Dough!! The best ice cream… http://t.co/yr6QMvKwEn,,18/02/2015 15:09,5.68065e+17,en,,,1982,825
jimmyfallon,"Tonight: @OrvilleIV, Haley Bennett and music from @nbcagt winner @GraceVanderWaal! Plus it's #ThankYouNoteFriday! #FallonTonight",,23/09/2016 16:40,7.7936e+17,en,,,1255,174
jimmyfallon,"Experts say Mary Keitany's NYC Marathon was one of the most impressive races they've seen a woman run. Hillary says ""stay tuned.""#fallonmono",,04/11/2014 01:14,5.29442e+17,en,,,1818,609
jimmyfallon,“@joizde: @kleinemuy @jimmyfallon Na hello! #FallonTonight #joiz” Hallo Germany!!!,,07/05/2014 22:36,4.64172e+17,in,,,486,83
jimmyfallon,"Played musical beers with @RealHughJackman, Chris Hemsworth, and some friends from SNL! http://t.co/oFcARsu1PR #FallonTonight",,06/03/2015 18:04,5.73907e+17,en,,,2619,797
jimmyfallon,Congrats to my man @jtimberlake on the release of the 20/20 Experience 2 of 2. Keep killing it dude!,,01/10/2013 17:37,3.85096e+17,en,,,1419,916
jimmyfallon,#accents,,08/10/2013 05:24,3.87449e+17,und,,,527,471
jimmyfallon,Thank you @MrKamp. You are a great writer.,,07/01/2014 16:43,4.20597e+17,en,,,326,46
jimmyfallon,"A new edition of @NFL Superlatives, read by the players themselves! https://t.co/m0LhwolEAR #FallonTonight",Vereinigte Staaten,09/09/2016 12:01,7.74216e+17,en,,,1197,261
jimmyfallon,Thanks to Julia Roberts for agreeing to play this crazy game https://t.co/GvH4Q1IvAU #FaceBalls #FallonTonight http://t.co/BXj8Nta3EN,,01/08/2014 14:38,4.95217e+17,en,,,3093,1204
jimmyfallon,"Girl broke up with me, walked out and then came back five minutes later because she forgot her keys. #awkwardbreakup",,05/03/2014 19:59,4.41302e+17,en,,,4375,1308
jimmyfallon,"The men of ""Full House"" reunite to teach me a life lesson.
https://t.co/v2V5r4Xfc6 #DannyTanner #HaveMercy #CutItOut",,30/01/2014 16:10,4.28923e+17,en,,,2773,2564
jimmyfallon,"Tonight we've got Liam Neeson, @terrycrews &amp; music from @conoroberst. Plus, another edition of our #DoNotRead list!! #FallonTonight",,19/05/2014 17:21,4.68441e+17,en,,,851,221
jimmyfallon,"Okay, I had to try Beefy King Orlando. Great pickles!! Thanks. http://t.co/uSSndwOqxb",,16/10/2013 17:06,3.90524e+17,en,,,230,195
jtimberlake,Last but not least! San Fran!!! #finderskeepers #the2020experience http://t.co/ciqFU9FDVj,,29/03/2013 23:16,3.17777e+17,en,,,414,401
jtimberlake,“@MichaelW40204: @jtimberlake JT! Can I get  RT for my dad on Memorial Day? http://t.co/X6QiWbXydZ” Yes you can. Honor and thanks to him.,,26/05/2014 20:54,4.71032e+17,en,,,4646,1490
jtimberlake,I don't tell a lie!!!! https://t.co/df8UtDnSyQ,,09/05/2015 03:00,5.96872e+17,en,,,2070,678
jtimberlake,"“@deanlemon: Obsessed with ""Not A Bad Thing"" by @jtimberlake - ahhhhhh sooooo good!!” Thank you! 🙏",,02/05/2014 14:11,4.62233e+17,en,,,2370,1004
jtimberlake,Happy Birthday to the G.O.A.T. #MichaelJackson.,,29/08/2013 23:32,3.73227e+17,en,,,4885,7570
jtimberlake,Just hanging out tonight in the house that these guys built... No big deal. http://t.co/p6tLUtEM2r,,16/02/2014 22:38,4.35181e+17,en,,,3443,1361
jtimberlake,"“@BIGNASTY_OTW: @jtimberlake Do what you feel is right, buddy. But, you have false info. Don't assume...",,23/07/2013 23:38,3.5982e+17,en,,,312,179
jtimberlake,Get ready... #WilliamRastFall2016 @WilliamRast @TraceAyala #WeAreWilliamRast https://t.co/MLXMdkFBSJ,,28/07/2016 19:33,7.58747e+17,en,,,6819,1194
jtimberlake,"“@brokemogul: cop it… @PUSHA_T ""My Name Is My Name"" iTunes: http://t.co/3jp99zhsoG” Yes!! Get that @PUSHA_T So good.",,10/10/2013 04:08,3.88154e+17,en,,,449,543
jtimberlake,"From Morocco, with love... #NABT #notabadlovestory: http://t.co/lC07fqajB0",,31/05/2014 22:43,4.72871e+17,en,,,2476,1572
jtimberlake,“@garibaldiarts: @jtimberlake by @garibaldiarts #portrait #art #painting http://t.co/w86vnug0oq” I'm SO late on this one but SICK JOB! 🙏,,07/05/2014 22:56,4.64177e+17,en,,,5638,1914
jtimberlake,Because Elvis wore white shoes... And so do I. Guess where I am. http://t.co/Lss2Gq1V,,25/11/2012 19:38,2.72786e+17,en,,,1849,752
jtimberlake,"Thanks, boys!! 🙏‼️ https://t.co/YZz4WGXT85",,06/05/2016 04:55,7.28448e+17,en,,,1880,363
jtimberlake,"""@joemols: @jtimberlake Just wanted to inform you that you're not funny...I'm devastated by that. #I'lldothejokesonmytwitter",,04/05/2012 21:32,1.98526e+17,en,,,41,65
jtimberlake,My buddy Bill Purple!! Go watch it!! “@PurpleDGA: My last shameless self promo! http://t.co/nUK9F6Lpos”,,26/02/2014 00:21,4.38469e+17,en,,,1336,515
jtimberlake,"""In the city... Of LA."" Thank you for an amazing night Los Angeles!! Crowd was INSANE. Family and friends in the house. Perfection. JT",,27/11/2013 19:23,4.05779e+17,en,,,2373,1079
jtimberlake,"It's Vegas time, baby! Justin Timberlake & Friends Benefit Concert Oct 23rd!! Lineup & Tickets (on sale TOMORROW): http://bit.ly/aM65Gv",,20/08/2010 18:38,21686182198.0,en,,,50,189
jtimberlake,"I'm sorry but, it's still weird to see D Fisher in a Thunder uniform.",,29/04/2012 03:37,1.96443e+17,en,,,262,1968
jtimberlake,Columbus! What a night!! Thank you for all the love. O-H..!,,17/11/2013 07:30,4.01976e+17,en,,,4585,2429
jtimberlake,I've been a fan of Bai for a long time... https://t.co/XZfhl2NM2o,,20/10/2016 17:25,7.89156e+17,en,,,3367,575
justinbieber,#PurposeTour Prague tonight,,12/11/2016 14:54,7.97452e+17,en,,,105447,43201
justinbieber,What Do You Mean? @JKCorden #28Days http://t.co/BFtmV6wnk5,,31/07/2015 19:14,6.27196e+17,en,,,58370,54070
justinbieber,#Justmoji is available on the @AppStore for iMessage #iMessageApps https://t.co/iM63PrCy7L,,15/09/2016 21:07,7.76528e+17,en,,,55029,26163
justinbieber,Get exclusive #Purpose t-shirt &amp; album bundles at @officialFYE,,17/11/2015 17:43,6.66673e+17,en,,,36950,25561
justinbieber,#wedontsteal @Skrillex @bloodpop #sorry :) https://t.co/57rNU274Up,,28/05/2016 01:08,7.36363e+17,und,,,82869,47726
justinbieber,Thank u #PurposeTourSanDiego,,30/03/2016 07:54,7.15085e+17,en,,,96932,48977
justinbieber,#BieberBRITs https://t.co/rIsigRmyxy,,21/12/2015 18:25,6.79005e+17,und,,,80357,48483
justinbieber,Feel better https://t.co/mA6EbiSNP6,,16/10/2015 19:12,6.55099e+17,en,,,17477,13814
justinbieber,Jb loves the kids. Lol. Honored to find out I'm the first solo @TigerBeatNow cover ever. on stands 9/15. Thanks. http://t.co/jEuAjWJ2r6,,11/09/2015 20:18,6.42432e+17,en,,,57208,44742
justinbieber,Big night. Everyone good luck tonight. #BBMAs,,17/05/2015 22:16,6.00062e+17,en,,,82723,66888
justinbieber,Help my friends at @PencilsOfPromis spread the word for 250 million kids around the world who can't read or write. #WhereIRead,,08/09/2015 14:21,6.41255e+17,en,,,37082,32557
justinbieber,@bieberdexter hello,,24/06/2015 18:12,6.13772e+17,en,,,42926,30146
justinbieber,Almost time. #IllShowYou #Purpose another one @Skrillex. Honest.,,02/11/2015 01:35,6.60994e+17,en,,,55443,47913
justinbieber,Heading to @NRJhitmusiconly in Berlin. Heard it's crazy. Let's go,,15/09/2015 16:52,6.4383e+17,en,,,40271,31880
justinbieber,When @TheEllenShow needs a gardener I'm there :) http://t.co/0CZTObbp7W,,11/09/2015 20:24,6.42433e+17,en,,,48966,41022
justinbieber,Letting the music do the talking,,07/11/2015 16:17,6.63027e+17,en,,,60700,53612
justinbieber,about to be on #MoneyPizzaRespect w/ @FatJew on @beats1 @applemusic at 3pm,,06/09/2015 21:42,6.40641e+17,en,,,41969,32124
justinbieber,🐼🐼🐼🐼,,06/04/2016 03:52,7.17561e+17,und,,,132450,89646
justinbieber,@dankanter @Skrillex @YeshuaTheGudwin good work boys,,12/05/2015 14:41,5.98136e+17,en,,,36953,29912
justinbieber,Latin America we’re coming. #PurposeTour register for pre-sale https://t.co/xwzSPWqdja https://t.co/PaomoZ9WKI,,25/10/2016 21:16,7.91026e+17,en,,,137288,78989
katyperry,Good girl! “@Cole_A_Stewart: @katyperry I got the 😜 of the 🐅🐯 a 💪 👯 through the 🔥 cause I am a 🏆 and you're gonna 👂 me 😾💥💢 #ROAR”,,15/08/2013 20:49,3.68112e+17,en,,,1910,2191
katyperry,I miss yewww RT @yungskeeter: 40 mins til that free hotel breakfast open up U FEEEEL MAY,,27/09/2012 12:01,2.5129e+17,en,,,1021,1818
katyperry,RISE AND SHINE! ☀️ Mohegan Sun pre-sale starts right now! http://t.co/ErkQottOCU,,26/02/2014 15:04,4.38691e+17,en,,,5136,3199
katyperry,https://t.co/m6ebYV8D1r,,13/07/2016 18:37,7.53297e+17,und,,,119302,67601
katyperry,Gone fishin 🎣 https://t.co/LQS6Z9fNH0,,08/10/2016 10:16,7.84699e+17,en,,,7056,2058
katyperry,"And so far we've raised nearly $250,000 with the USA &amp; Canada shows alone! I'm proud of us BB'S 🙌",,01/08/2014 20:43,4.95309e+17,en,,,8265,4187
katyperry,The song chosen will not necessarily be my next single BUT a taste of what my #PRISM has in store for u! So go vote: http://t.co/anK8c0zG7W,,24/08/2013 20:31,3.71369e+17,en,,,2126,2773
katyperry,Reflective.,,01/01/2015 00:28,5.50448e+17,en,,,12824,7772
katyperry,"Living that bucket list lyfe 🙏🏼
📷 ronyalwin @ Machu Picchu https://t.co/ar0A92HhLE",,25/09/2015 05:05,6.47276e+17,en,,,10302,5017
katyperry,The Olympics may be over but dad hats will never die 😎 : https://t.co/8MwcYpzAB7 https://t.co/oeMC7CMdba,,22/08/2016 19:06,7.678e+17,en,,,25501,6950
katyperry,💘EUROPE!💘 @charli_xcx is going to get prismatic with us next February &amp; March! Excited to welcome her to #ThePrismaticWorldTour!,,04/09/2014 16:00,5.07559e+17,en,,,9283,5777
katyperry,@sosadtoday I heard our bodies are made of 80% water AKA tears,,07/04/2015 20:47,5.85544e+17,en,,,7331,4595
katyperry,"Again, Dark Horse ft @therealjuicyj is just a PREVIEW of #PRISM when released on Sept 17, NOT the 2nd single. 🐯",,26/08/2013 21:44,3.72112e+17,en,,,3347,4459
katyperry,When I die bury me inside the Gucci... Museum. http://t.co/HDmw8mnNfK,,18/02/2015 22:12,5.68171e+17,en,,,9876,5019
katyperry,What's the point of wearing all these dumb costumes if Joan's not here to rip them apart 😔 RIP Joan Rivers. You are a one of a one.,,04/09/2014 20:56,5.07633e+17,en,,,24054,13982
katyperry,Over 72 million served! Thanks for the award RIAA! #THISISHOWWEDO💁 http://t.co/q71EYFIZv7,,26/06/2014 18:37,4.82231e+17,en,,,7088,4542
katyperry,❤️ waking up to all the 🎉 from #BIRTHDAY on the Billboards! Got me so hyped imma go try n catch the Loch Ness monster today 😬,,19/05/2014 14:26,4.68397e+17,en,,,10110,5476
katyperry,"To the Voykovic sisters in ATL. I read each of your adorable letters, thanks for being sweethearts. 😘🐯",,08/09/2013 20:29,3.76805e+17,en,,,2582,2734
katyperry,IF ONE DIRECTION DOESN'T PERFORM ON THE VMA'S I AM GONNA JUMP OFF THIS LEDGE,,06/09/2012 22:18,2.43836e+17,en,,,81904,134271
katyperry,Found a curly fry in my dress just now. Gonna eat it. Hope that's ok. #goodnightgoldenglobes,,11/01/2016 12:24,6.86524e+17,en,,,30679,10353
ladygaga,@httpowxn OMG THANK YOU 🙏🙏🙏😭😭😭,,06/10/2016 03:15,7.83868e+17,en,,,2353,686
ladygaga,"Don't forget to make your plans for tonight! 9pm EST dinner parties, @pbs, wine, food, Tony, Gaga. This is my most favorite TV moment! Ever!",,24/10/2014 08:12,5.2556e+17,en,,,2804,1803
ladygaga,"@holyh00ker I will don't worry, all artists are insecure innately. Sometime I don't want to share myself when I feel judged I get rebellious",,15/08/2014 05:18,5.0015e+17,en,,,1897,1054
ladygaga,Thats me + mom really tiny in the back w/ all the wonderful members of our @BTWFoundation lunch. Thank u for coming! http://t.co/3PX9R4DkN0,,17/01/2015 00:06,5.56241e+17,en,,,9207,5511
ladygaga,"Night night monster world, I thank you a million times for the blessings, for the purpose, for the endlessly wild inspiration 🌟",,04/11/2014 02:26,5.2946e+17,en,,,6929,4441
ladygaga,I love to eat while I sketch my ideas for the fashionable puppy line I'm starting! - @MissAsiaKinney 🎀 https://t.co/7uBJO6FtUa,,28/05/2015 18:30,6.03992e+17,en,,,4657,2594
ladygaga,Were just 1 hr and 45 min away from #TonyGagaPBS I will live tweet during the 9pm EST viewing and answer questions during commercial breaks!,,24/10/2014 23:18,5.25788e+17,en,,,2799,1756
ladygaga,"""If you want to go fast, go alone. If you want to go far, go together.""
Cory Booker #StrongerTogether https://t.co/arL5rI97iU",,26/07/2016 02:15,7.57761e+17,en,,,14667,4361
ladygaga,My little bubba girl I miss her she's having rest time in the country. I'll be home soon my baby darling. http://t.co/sjBTxDrkzI,,16/08/2014 01:12,5.0045e+17,en,,,3950,2511
ladygaga,@CMCdynamite underwood!! Haha,,06/10/2016 00:29,7.83827e+17,tl,,,2028,598
ladygaga,'CHEEK TO CHEEK' pre-order is now available WORLDWIDE! Order now + get 2 songs right away! http://t.co/zu4nMBljXq http://t.co/U6gFXajLNs,,20/08/2014 07:00,5.01987e+17,en,,,4424,3083
ladygaga,Signing away Cheek To Cheek for Looney Tunes. Touched each and every one of em! http://t.co/6nNCVbsEzc,,18/11/2014 20:12,5.34801e+17,en,,,3452,2279
ladygaga,"Thank you Father Duffell for a beautiful homily as always and lunch at my pop's restaurant. 
I… https://t.co/FnT2iLe8a6",,09/05/2016 04:52,7.29534e+17,en,,,6727,2114
ladygaga,Hitchcock's PSYCHO + Cuddling with Asia= the best night ever.,,15/11/2014 01:19,5.33429e+17,en,,,6063,3403
ladygaga,"I DON'T NEED EYES TO SEE
I FELT YOU TOUCHIN' ME
HIGH LIKE AMPHETAMINE
MAYBE YOU'RE JUST A DREAM 
#PerfectIllusion https://t.co/6dzlTrQlrp",,07/09/2016 05:54,7.73399e+17,en,,,46173,27870
ladygaga,"Arizona! Florida! Ohio! Michigan! Pennsylvania! Nevada! North Carolina!

Today is about YOU. The power is in your h… https://t.co/VQx1V5s8lZ",,08/11/2016 20:43,7.96091e+17,en,,,10863,3603
ladygaga,#artRAVEMelbourne let's getter done ravers! Grab a drink and all your friends it's time to celebrate!,,23/08/2014 08:42,5.031e+17,en,,,3833,2309
ladygaga,@andreszapata99 um hello me too,,25/11/2014 04:55,5.37107e+17,en,,,2671,1503
ladygaga,Thank you dear friend @KarlLagerfeld for photographing me and my stylist @Brandonvmaxwell Fashion is love! 💋 http://t.co/jVLkyQB7z8,,19/03/2015 20:18,5.78652e+17,en,,,11500,6365
ladygaga,We started ARTPOP together and we will end it together. KOONS GAGA Look who surprised me in my hotel… http://t.co/Hvyzg3gDfU,,25/11/2014 12:55,5.37228e+17,en,,,3436,2243
rihanna,"It's like wearing a Mona Lisa trust me! This shit is art, like you don't even wanna touch it!!! #Balmain http://t.co/BOQi5jIIk5",,09/06/2013 12:55,3.43713e+17,en,,,1165,1530
rihanna,I can't sleep!!! #morningfaces #Barbados http://t.co/2hrTQtJCL6,,05/08/2013 07:50,3.64292e+17,en,,,1407,1758
rihanna,One of the greatest men who's ever lived!!! #Legend We will never forget the things this man has… http://t.co/ztPkooNOIN,,05/12/2013 22:39,4.08727e+17,en,,,4276,5925
rihanna,What a night! Still can't believe we @kanyewest shared a stage with a fucking BEATLE tonight! #bucketlistshit Thank you Sir @PaulMcCartney,,09/02/2015 07:27,5.64687e+17,en,,,25938,11470
rihanna,#HistoRIH,,20/06/2013 16:43,3.47757e+17,und,,,2488,4274
rihanna,And that's a wrizzap http://t.co/348E4Dcz,,08/11/2012 03:27,2.66381e+17,en,,,1990,2424
rihanna,"@jennnrosales : ""Look look Rih, I found a phuck for you to give, right over… http://t.co/DtdYqrJDrt",,10/06/2013 14:04,3.44093e+17,en,,,309,386
rihanna,“@RorreyFenty: @rihanna bless you  http://t.co/7gzy3vuN” thanks broski #granDolly,,23/12/2012 07:34,2.82751e+17,en,,,585,856
rihanna,Yea baby I'm a #Trap$taR http://t.co/b0eGQX2I,,11/12/2012 04:05,2.7835e+17,en,,,737,1092
rihanna,All white errthang #Zulu #cropover2013 #details http://t.co/zcNMwXauMT,,05/08/2013 22:55,3.6452e+17,en,,,1076,1276
rihanna,4 down 3 more to go! E-Werks is the spot tonight Berlin. #BeThere #777Tour #HTC #5thStop #UNAPOLOGETIC,,18/11/2012 13:29,2.70157e+17,en,,,439,824
rihanna,Sorry #detroit #chicago ASAP really wanted to be there for you guys! We wish him a speedy covery!… http://t.co/xXLF2z2CKd,,23/03/2013 05:30,3.15335e+17,en,,,722,989
rihanna,Went snorkeling by old pirate caves http://t.co/IWRhkUf4xF,,28/08/2014 22:31,5.05121e+17,en,,,18268,6808
rihanna,Heauxm $weet Heauxm #Barbados,,30/10/2013 15:14,3.95569e+17,en,,,2718,2809
rihanna,https://t.co/973pSlg02C :),,05/03/2014 12:15,4.41185e+17,und,,,4334,2805
rihanna,Smokin Diamonds http://t.co/HzJbTRa9,,22/10/2012 19:44,2.60467e+17,en,,,2658,4926
rihanna,#PERTH we bout to get craaaazzyyy #DiamondsWorldTour,,24/09/2013 11:21,3.82465e+17,en,,,1727,1990
rihanna,Best heauxz 4 life yo!!! @mforde11 Shout out to my baby daddy riccardotisci17 for my 3 piece… http://t.co/9RsUIfzLIJ,,13/07/2013 14:21,3.56056e+17,en,,,971,1199
rihanna,Cartoon$ http://t.co/4gGL8Z4EOG,,21/08/2014 04:04,5.02305e+17,en,,,29823,13841
rihanna,“@Javiroo: 14-01-2014 :: @shakira - Can't Remember To Forget (feat. @rihanna )” ACTUALLY I just found out you'll have it by the 13th! #1week,,06/01/2014 14:38,4.20203e+17,en,,,3631,4711
selenagomez,Work. Today. I love my job.. http://t.co/9SPvwjZJOG,,28/01/2015 17:06,5.60484e+17,en,,,14394,9065
selenagomez,http://t.co/mLEy45ZSII,,19/05/2013 00:16,3.35912e+17,und,,,4574,5370
selenagomez,Thank You so much for joining me for my chat. I hope you guys love this album as much as I do. #starsdancepreorder  http://t.co/ypTbtQLXB6,,04/06/2013 00:17,3.4171e+17,en,,,10690,16378
selenagomez,@factsonfemales I love you,,01/09/2012 01:01,2.41702e+17,en,,,891,1775
selenagomez,Check out my #SaturdayNightOnline interview tonight w/ @WorstAssistant &amp; @RomeoOnSNOL @ 8:30pmEST. @SaturdayOnline http://t.co/1JnfnraqCP,,10/08/2013 22:30,3.66326e+17,en,,,5250,6902
selenagomez,"@ImWithTheScene Hopefully soon, I miss all of you too.",,07/06/2012 14:47,2.10745e+17,en,,,684,1444
